time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-20 00:00:00+00:00,2.0,2.0,39,10
2025-02-21 00:00:00+00:00,3.0,3.0,27,14
2025-02-22 00:00:00+00:00,1.0,1.0,3,3
2025-02-23 00:00:00+00:00,,,10,6
2025-02-24 00:00:00+00:00,2.0,2.0,17,9
2025-02-25 00:00:00+00:00,1.0,1.0,46,16
2025-02-26 00:00:00+00:00,1.0,1.0,15,8
2025-02-27 00:00:00+00:00,5.0,4.0,11,5
2025-02-28 00:00:00+00:00,5.0,4.0,37,17
2025-03-01 00:00:00+00:00,1.0,1.0,26,9
2025-03-02 00:00:00+00:00,1.0,1.0,15,6
2025-03-03 00:00:00+00:00,3.0,1.0,32,12
2025-03-04 00:00:00+00:00,3.0,3.0,19,12
2025-03-05 00:00:00+00:00,,,94,21
2025-03-06 00:00:00+00:00,1.0,1.0,14,6
