time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-10 00:00:00+00:00,1.0,1.0,24,6
2024-12-11 00:00:00+00:00,1.0,1.0,8,6
2024-12-12 00:00:00+00:00,2.0,2.0,19,9
2024-12-13 00:00:00+00:00,,,5,4
2024-12-14 00:00:00+00:00,,,1,1
2024-12-15 00:00:00+00:00,,,2,2
2024-12-16 00:00:00+00:00,,,22,14
2024-12-17 00:00:00+00:00,,,52,16
2024-12-18 00:00:00+00:00,1.0,1.0,23,6
2024-12-19 00:00:00+00:00,,,17,10
2024-12-20 00:00:00+00:00,,,51,9
2024-12-21 00:00:00+00:00,,,3,3
2024-12-22 00:00:00+00:00,,,1,1
2024-12-23 00:00:00+00:00,1.0,1.0,42,6
