time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-20 00:00:00+00:00,13,9,,
2023-11-21 00:00:00+00:00,60,23,18.0,4.0
2023-11-22 00:00:00+00:00,45,20,36.0,5.0
2023-11-23 00:00:00+00:00,24,13,3.0,3.0
2023-11-24 00:00:00+00:00,37,13,2.0,2.0
2023-11-25 00:00:00+00:00,120,16,3.0,2.0
2023-11-26 00:00:00+00:00,42,13,5.0,3.0
2023-11-27 00:00:00+00:00,149,16,11.0,8.0
2023-11-28 00:00:00+00:00,119,24,33.0,6.0
2023-11-29 00:00:00+00:00,56,19,9.0,7.0
2023-11-30 00:00:00+00:00,68,25,4.0,4.0
2023-12-01 00:00:00+00:00,32,15,6.0,1.0
2023-12-02 00:00:00+00:00,29,13,3.0,3.0
2023-12-03 00:00:00+00:00,31,13,2.0,2.0
2023-12-04 00:00:00+00:00,43,9,6.0,1.0
