time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-28 00:00:00+00:00,15,12,1.0,1.0
2025-05-29 00:00:00+00:00,19,15,4.0,1.0
2025-05-30 00:00:00+00:00,39,17,,
2025-05-31 00:00:00+00:00,22,13,1.0,1.0
2025-06-01 00:00:00+00:00,14,11,1.0,1.0
2025-06-02 00:00:00+00:00,23,14,6.0,3.0
2025-06-03 00:00:00+00:00,22,13,4.0,2.0
2025-06-04 00:00:00+00:00,22,13,7.0,3.0
2025-06-05 00:00:00+00:00,71,37,2.0,1.0
2025-06-06 00:00:00+00:00,19,14,2.0,1.0
2025-06-07 00:00:00+00:00,14,11,,
2025-06-08 00:00:00+00:00,15,12,,
2025-06-09 00:00:00+00:00,16,13,8.0,2.0
2025-06-10 00:00:00+00:00,62,13,1.0,1.0
