time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-29 00:00:00+00:00,7,4,1.0,1.0
2024-07-30 00:00:00+00:00,26,6,63.0,2.0
2024-07-31 00:00:00+00:00,5,2,1.0,1.0
2024-08-01 00:00:00+00:00,21,8,2.0,2.0
2024-08-02 00:00:00+00:00,5,3,52.0,1.0
2024-08-03 00:00:00+00:00,8,3,,
2024-08-04 00:00:00+00:00,1,1,,
2024-08-05 00:00:00+00:00,10,4,2.0,2.0
2024-08-06 00:00:00+00:00,19,4,,
2024-08-07 00:00:00+00:00,6,2,,
2024-08-08 00:00:00+00:00,11,4,3.0,1.0
2024-08-09 00:00:00+00:00,8,3,5.0,1.0
2024-08-10 00:00:00+00:00,6,4,,
2024-08-11 00:00:00+00:00,2,2,29.0,1.0
2024-08-12 00:00:00+00:00,5,1,,
