time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-31 00:00:00+00:00,10,6,,
2024-04-01 00:00:00+00:00,72,11,4.0,1.0
2024-04-02 00:00:00+00:00,32,6,2.0,1.0
2024-04-03 00:00:00+00:00,44,11,1.0,1.0
2024-04-04 00:00:00+00:00,38,14,,
2024-04-05 00:00:00+00:00,11,3,,
2024-04-06 00:00:00+00:00,5,3,,
2024-04-07 00:00:00+00:00,9,6,11.0,2.0
2024-04-08 00:00:00+00:00,42,13,6.0,1.0
2024-04-09 00:00:00+00:00,46,9,2.0,1.0
2024-04-10 00:00:00+00:00,22,6,11.0,3.0
2024-04-11 00:00:00+00:00,24,8,6.0,3.0
2024-04-12 00:00:00+00:00,33,9,34.0,13.0
2024-04-13 00:00:00+00:00,22,6,193.0,1.0
2024-04-14 00:00:00+00:00,2,1,,
