time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-26 00:00:00+00:00,,,1.0,1.0
2022-11-27 00:00:00+00:00,,,16.0,3.0
2022-11-28 00:00:00+00:00,5.0,3.0,4.0,4.0
2022-11-29 00:00:00+00:00,3.0,2.0,12.0,2.0
2022-11-30 00:00:00+00:00,5.0,3.0,10.0,4.0
2022-12-01 00:00:00+00:00,9.0,4.0,3.0,2.0
2022-12-02 00:00:00+00:00,5.0,4.0,,
2022-12-03 00:00:00+00:00,3.0,2.0,,
2022-12-04 00:00:00+00:00,,,16.0,2.0
2022-12-05 00:00:00+00:00,1.0,1.0,5.0,1.0
2022-12-06 00:00:00+00:00,3.0,2.0,5.0,3.0
2022-12-07 00:00:00+00:00,4.0,2.0,,
2022-12-09 00:00:00+00:00,1.0,1.0,6.0,3.0
