time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-15 00:00:00+00:00,2,1,,
2024-07-16 00:00:00+00:00,9,5,21.0,2.0
2024-07-17 00:00:00+00:00,19,9,25.0,6.0
2024-07-18 00:00:00+00:00,3,2,12.0,5.0
2024-07-19 00:00:00+00:00,13,8,4.0,2.0
2024-07-20 00:00:00+00:00,7,5,,
2024-07-21 00:00:00+00:00,12,6,,
2024-07-22 00:00:00+00:00,3,2,,
2024-07-23 00:00:00+00:00,2,2,17.0,3.0
2024-07-24 00:00:00+00:00,13,6,30.0,7.0
2024-07-25 00:00:00+00:00,2,2,5.0,4.0
2024-07-26 00:00:00+00:00,3,3,55.0,7.0
2024-07-27 00:00:00+00:00,3,3,,
2024-07-29 00:00:00+00:00,5,4,2.0,1.0
