time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-29 00:00:00+00:00,2.0,2.0,1.0,1.0
2023-01-30 00:00:00+00:00,,,1.0,1.0
2023-02-02 00:00:00+00:00,1.0,1.0,41.0,3.0
2023-02-03 00:00:00+00:00,1.0,1.0,2.0,1.0
2023-02-04 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-02-05 00:00:00+00:00,,,1.0,1.0
2023-02-06 00:00:00+00:00,17.0,4.0,2.0,1.0
2023-02-07 00:00:00+00:00,49.0,5.0,9.0,2.0
2023-02-08 00:00:00+00:00,25.0,6.0,6.0,2.0
2023-02-09 00:00:00+00:00,14.0,4.0,,
2023-02-10 00:00:00+00:00,30.0,5.0,,
2023-02-11 00:00:00+00:00,48.0,5.0,,
2023-02-12 00:00:00+00:00,4.0,2.0,,
