time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-01 00:00:00+00:00,47,1,3.0,2.0
2022-06-02 00:00:00+00:00,69,1,6.0,3.0
2022-06-03 00:00:00+00:00,46,1,2.0,2.0
2022-06-04 00:00:00+00:00,5,1,,
2022-06-05 00:00:00+00:00,4,1,,
2022-06-06 00:00:00+00:00,47,1,1.0,1.0
2022-06-07 00:00:00+00:00,48,1,,
2022-06-08 00:00:00+00:00,58,1,40.0,2.0
2022-06-09 00:00:00+00:00,77,2,,
2022-06-10 00:00:00+00:00,82,2,2.0,2.0
2022-06-11 00:00:00+00:00,23,1,,
2022-06-12 00:00:00+00:00,15,1,3.0,2.0
2022-06-13 00:00:00+00:00,55,2,5.0,2.0
2022-06-14 00:00:00+00:00,40,2,2.0,2.0
2022-06-15 00:00:00+00:00,10,1,,
