time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-14 00:00:00+00:00,2,2,,
2025-06-15 00:00:00+00:00,36,9,1.0,1.0
2025-06-16 00:00:00+00:00,120,24,55.0,5.0
2025-06-17 00:00:00+00:00,60,9,12.0,3.0
2025-06-18 00:00:00+00:00,50,18,3.0,3.0
2025-06-19 00:00:00+00:00,107,28,6.0,3.0
2025-06-20 00:00:00+00:00,5,2,,
2025-06-21 00:00:00+00:00,34,7,,
2025-06-22 00:00:00+00:00,36,12,,
2025-06-23 00:00:00+00:00,3,2,11.0,3.0
2025-06-24 00:00:00+00:00,17,5,,
2025-06-25 00:00:00+00:00,49,12,2.0,1.0
2025-06-26 00:00:00+00:00,24,5,13.0,2.0
2025-06-27 00:00:00+00:00,70,20,1.0,1.0
2025-06-28 00:00:00+00:00,1,1,10.0,1.0
