time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-06 00:00:00+00:00,2.0,1.0,1,1
2023-10-09 00:00:00+00:00,38.0,8.0,160,6
2023-10-10 00:00:00+00:00,7.0,3.0,44,4
2023-10-11 00:00:00+00:00,4.0,2.0,9,2
2023-10-12 00:00:00+00:00,25.0,6.0,21,4
2023-10-13 00:00:00+00:00,5.0,4.0,19,5
2023-10-14 00:00:00+00:00,,,3,1
2023-10-15 00:00:00+00:00,5.0,2.0,3,2
2023-10-16 00:00:00+00:00,9.0,4.0,8,4
2023-10-17 00:00:00+00:00,22.0,4.0,8,4
2023-10-18 00:00:00+00:00,6.0,6.0,69,7
2023-10-19 00:00:00+00:00,2.0,1.0,9,3
