time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-01 00:00:00+00:00,1.0,1.0,1,1
2024-06-02 00:00:00+00:00,,,6,2
2024-06-03 00:00:00+00:00,41.0,6.0,5,1
2024-06-04 00:00:00+00:00,36.0,6.0,15,7
2024-06-05 00:00:00+00:00,18.0,4.0,39,9
2024-06-06 00:00:00+00:00,,,88,6
2024-06-07 00:00:00+00:00,29.0,11.0,392,10
2024-06-08 00:00:00+00:00,24.0,4.0,1,1
2024-06-09 00:00:00+00:00,5.0,5.0,21,1
2024-06-10 00:00:00+00:00,24.0,5.0,98,13
2024-06-11 00:00:00+00:00,68.0,9.0,65,14
2024-06-12 00:00:00+00:00,36.0,5.0,29,5
2024-06-13 00:00:00+00:00,3.0,3.0,23,7
2024-06-14 00:00:00+00:00,,,3,3
