time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-25 00:00:00+00:00,,,11,7
2024-09-26 00:00:00+00:00,,,10,5
2024-09-27 00:00:00+00:00,,,5,4
2024-09-28 00:00:00+00:00,,,1,1
2024-09-29 00:00:00+00:00,,,1,1
2024-09-30 00:00:00+00:00,1.0,1.0,3,2
2024-10-01 00:00:00+00:00,,,1,1
2024-10-02 00:00:00+00:00,,,6,5
2024-10-03 00:00:00+00:00,,,9,6
2024-10-04 00:00:00+00:00,,,14,2
2024-10-05 00:00:00+00:00,,,11,4
2024-10-06 00:00:00+00:00,,,4,2
2024-10-07 00:00:00+00:00,1.0,1.0,12,4
2024-10-08 00:00:00+00:00,,,2,1
