time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-16 00:00:00+00:00,3.0,2.0,3,2
2022-04-17 00:00:00+00:00,,,4,3
2022-04-19 00:00:00+00:00,,,37,7
2022-04-20 00:00:00+00:00,,,10,3
2022-04-21 00:00:00+00:00,,,5,2
2022-04-22 00:00:00+00:00,,,3,1
2022-04-23 00:00:00+00:00,,,1,1
2022-04-24 00:00:00+00:00,,,2,2
2022-04-25 00:00:00+00:00,,,3,3
2022-04-26 00:00:00+00:00,1.0,1.0,7,4
2022-04-27 00:00:00+00:00,,,11,3
2022-04-28 00:00:00+00:00,,,18,6
2022-04-29 00:00:00+00:00,,,5,4
2022-04-30 00:00:00+00:00,,,1,1
