time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-15 00:00:00+00:00,,,13,7
2024-03-16 00:00:00+00:00,14.0,5.0,17,11
2024-03-17 00:00:00+00:00,2.0,2.0,9,6
2024-03-18 00:00:00+00:00,2.0,2.0,63,36
2024-03-19 00:00:00+00:00,,,28,10
2024-03-20 00:00:00+00:00,1.0,1.0,11,8
2024-03-21 00:00:00+00:00,1.0,1.0,51,16
2024-03-22 00:00:00+00:00,1.0,1.0,10,6
2024-03-23 00:00:00+00:00,15.0,6.0,7,2
2024-03-24 00:00:00+00:00,1.0,1.0,3,3
2024-03-25 00:00:00+00:00,2.0,1.0,13,6
2024-03-26 00:00:00+00:00,,,25,4
2024-03-27 00:00:00+00:00,,,4,2
2024-03-28 00:00:00+00:00,3.0,2.0,1,1
2024-03-29 00:00:00+00:00,,,1,1
