time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-06 00:00:00+00:00,1.0,1.0,,
2024-01-08 00:00:00+00:00,,,14.0,1.0
2024-01-09 00:00:00+00:00,1.0,1.0,,
2024-01-10 00:00:00+00:00,,,19.0,1.0
2024-01-11 00:00:00+00:00,1.0,1.0,36.0,1.0
2024-01-12 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-01-13 00:00:00+00:00,1.0,1.0,,
2024-01-14 00:00:00+00:00,3.0,2.0,54.0,2.0
2024-01-15 00:00:00+00:00,,,1.0,1.0
2024-01-16 00:00:00+00:00,,,18.0,2.0
2024-01-17 00:00:00+00:00,1.0,1.0,10.0,3.0
2024-01-18 00:00:00+00:00,,,29.0,3.0
