time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-22 00:00:00+00:00,9,4,3.0,1.0
2022-11-23 00:00:00+00:00,36,16,,
2022-11-24 00:00:00+00:00,12,11,,
2022-11-25 00:00:00+00:00,28,11,1.0,1.0
2022-11-26 00:00:00+00:00,10,9,1.0,1.0
2022-11-27 00:00:00+00:00,18,17,7.0,1.0
2022-11-28 00:00:00+00:00,47,21,6.0,3.0
2022-11-29 00:00:00+00:00,30,17,7.0,2.0
2022-11-30 00:00:00+00:00,19,13,4.0,3.0
2022-12-01 00:00:00+00:00,44,13,1.0,1.0
2022-12-02 00:00:00+00:00,29,14,27.0,2.0
2022-12-03 00:00:00+00:00,23,11,,
2022-12-04 00:00:00+00:00,23,11,1.0,1.0
2022-12-05 00:00:00+00:00,25,13,2.0,1.0
2022-12-06 00:00:00+00:00,22,10,13.0,3.0
