time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-26 00:00:00+00:00,12,7,2.0,1.0
2024-02-27 00:00:00+00:00,115,20,17.0,3.0
2024-02-28 00:00:00+00:00,161,32,8.0,3.0
2024-02-29 00:00:00+00:00,62,16,9.0,4.0
2024-03-01 00:00:00+00:00,56,17,2.0,1.0
2024-03-02 00:00:00+00:00,12,10,,
2024-03-03 00:00:00+00:00,19,12,,
2024-03-04 00:00:00+00:00,57,18,17.0,2.0
2024-03-05 00:00:00+00:00,78,21,2.0,2.0
2024-03-06 00:00:00+00:00,68,23,10.0,1.0
2024-03-07 00:00:00+00:00,115,26,3.0,3.0
2024-03-08 00:00:00+00:00,129,19,5.0,3.0
2024-03-09 00:00:00+00:00,34,14,,
2024-03-10 00:00:00+00:00,39,15,,
2024-03-11 00:00:00+00:00,24,8,12.0,2.0
