time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-09 00:00:00+00:00,1,1,,
2022-09-10 00:00:00+00:00,10,9,,
2022-09-11 00:00:00+00:00,9,8,1.0,1.0
2022-09-12 00:00:00+00:00,28,15,,
2022-09-13 00:00:00+00:00,17,12,6.0,2.0
2022-09-14 00:00:00+00:00,39,13,52.0,5.0
2022-09-15 00:00:00+00:00,22,10,21.0,4.0
2022-09-16 00:00:00+00:00,19,12,15.0,3.0
2022-09-17 00:00:00+00:00,10,9,,
2022-09-18 00:00:00+00:00,11,10,,
2022-09-19 00:00:00+00:00,36,13,41.0,5.0
2022-09-20 00:00:00+00:00,34,24,18.0,2.0
2022-09-21 00:00:00+00:00,38,16,147.0,5.0
2022-09-22 00:00:00+00:00,18,11,13.0,3.0
2022-09-23 00:00:00+00:00,12,9,2.0,2.0
