time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-08 00:00:00+00:00,1.0,1.0,29.0,4.0
2024-07-10 00:00:00+00:00,,,6.0,3.0
2024-07-11 00:00:00+00:00,,,7.0,4.0
2024-07-12 00:00:00+00:00,1.0,1.0,8.0,3.0
2024-07-13 00:00:00+00:00,,,42.0,6.0
2024-07-14 00:00:00+00:00,,,1.0,1.0
2024-07-15 00:00:00+00:00,,,76.0,4.0
2024-07-16 00:00:00+00:00,,,12.0,2.0
2024-07-17 00:00:00+00:00,,,1.0,1.0
2024-07-18 00:00:00+00:00,,,47.0,3.0
2024-07-19 00:00:00+00:00,,,1.0,1.0
2024-07-20 00:00:00+00:00,,,31.0,2.0
2024-07-21 00:00:00+00:00,1.0,1.0,,
