time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-25 00:00:00+00:00,2.0,2.0,2,2
2024-05-26 00:00:00+00:00,11.0,4.0,19,4
2024-05-27 00:00:00+00:00,,,17,2
2024-05-28 00:00:00+00:00,10.0,4.0,38,4
2024-05-29 00:00:00+00:00,1.0,1.0,12,6
2024-05-30 00:00:00+00:00,2.0,2.0,54,3
2024-05-31 00:00:00+00:00,2.0,2.0,14,3
2024-06-01 00:00:00+00:00,,,32,1
2024-06-02 00:00:00+00:00,5.0,3.0,12,2
2024-06-03 00:00:00+00:00,2.0,2.0,48,5
2024-06-04 00:00:00+00:00,2.0,2.0,38,4
2024-06-05 00:00:00+00:00,1.0,1.0,16,1
2024-06-06 00:00:00+00:00,2.0,2.0,57,3
2024-06-07 00:00:00+00:00,15.0,6.0,92,6
