time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-07-01 00:00:00+00:00,8,8,,
2021-07-02 00:00:00+00:00,10,9,,
2021-07-03 00:00:00+00:00,10,9,,
2021-07-04 00:00:00+00:00,10,9,,
2021-07-05 00:00:00+00:00,14,11,1.0,1.0
2021-07-06 00:00:00+00:00,29,13,,
2021-07-07 00:00:00+00:00,32,12,,
2021-07-08 00:00:00+00:00,17,11,,
2021-07-09 00:00:00+00:00,10,9,,
2021-07-10 00:00:00+00:00,10,9,,
2021-07-11 00:00:00+00:00,10,9,,
2021-07-12 00:00:00+00:00,14,12,1.0,1.0
2021-07-13 00:00:00+00:00,37,28,1.0,1.0
2021-07-14 00:00:00+00:00,20,19,,
