time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-17 00:00:00+00:00,32,11,4.0,3.0
2025-06-18 00:00:00+00:00,76,30,1.0,1.0
2025-06-19 00:00:00+00:00,53,15,2.0,1.0
2025-06-20 00:00:00+00:00,59,20,2.0,2.0
2025-06-21 00:00:00+00:00,10,9,,
2025-06-22 00:00:00+00:00,87,14,1.0,1.0
2025-06-23 00:00:00+00:00,48,24,17.0,4.0
2025-06-24 00:00:00+00:00,48,19,73.0,4.0
2025-06-25 00:00:00+00:00,77,16,21.0,1.0
2025-06-26 00:00:00+00:00,64,15,7.0,2.0
2025-06-27 00:00:00+00:00,35,15,1.0,1.0
2025-06-28 00:00:00+00:00,50,11,,
2025-06-29 00:00:00+00:00,15,9,,
2025-06-30 00:00:00+00:00,32,20,5.0,4.0
2025-07-01 00:00:00+00:00,2,2,,
