time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-29 00:00:00+00:00,12,6,,
2025-05-30 00:00:00+00:00,44,17,,
2025-05-31 00:00:00+00:00,22,13,5.0,2.0
2025-06-01 00:00:00+00:00,20,12,,
2025-06-02 00:00:00+00:00,36,14,8.0,2.0
2025-06-03 00:00:00+00:00,37,17,1.0,1.0
2025-06-04 00:00:00+00:00,22,13,3.0,3.0
2025-06-05 00:00:00+00:00,77,38,15.0,3.0
2025-06-06 00:00:00+00:00,23,16,,
2025-06-07 00:00:00+00:00,24,12,1.0,1.0
2025-06-08 00:00:00+00:00,53,13,,
2025-06-09 00:00:00+00:00,21,14,4.0,2.0
2025-06-10 00:00:00+00:00,103,15,2.0,2.0
2025-06-11 00:00:00+00:00,30,15,1.0,1.0
2025-06-12 00:00:00+00:00,13,7,2.0,1.0
