time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-07-30 00:00:00+00:00,,,13,3
2021-07-31 00:00:00+00:00,,,13,3
2021-08-01 00:00:00+00:00,,,5,3
2021-08-02 00:00:00+00:00,,,21,4
2021-08-03 00:00:00+00:00,,,4,2
2021-08-04 00:00:00+00:00,,,3,2
2021-08-05 00:00:00+00:00,,,7,5
2021-08-06 00:00:00+00:00,,,9,4
2021-08-08 00:00:00+00:00,1.0,1.0,5,1
2021-08-09 00:00:00+00:00,,,8,1
2021-08-10 00:00:00+00:00,1.0,1.0,6,4
2021-08-11 00:00:00+00:00,1.0,1.0,17,5
2021-08-12 00:00:00+00:00,,,3,3
