time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-21 00:00:00+00:00,1.0,1.0,3.0,1.0
2024-07-22 00:00:00+00:00,,,139.0,5.0
2024-07-23 00:00:00+00:00,,,74.0,6.0
2024-07-24 00:00:00+00:00,2.0,2.0,24.0,6.0
2024-07-25 00:00:00+00:00,,,186.0,5.0
2024-07-26 00:00:00+00:00,1.0,1.0,5.0,1.0
2024-07-27 00:00:00+00:00,1.0,1.0,23.0,2.0
2024-07-28 00:00:00+00:00,,,22.0,3.0
2024-07-29 00:00:00+00:00,2.0,2.0,111.0,8.0
2024-07-30 00:00:00+00:00,3.0,1.0,22.0,7.0
2024-07-31 00:00:00+00:00,2.0,2.0,8.0,1.0
2024-08-01 00:00:00+00:00,1.0,1.0,2.0,2.0
2024-08-03 00:00:00+00:00,,,3.0,1.0
2024-08-04 00:00:00+00:00,1.0,1.0,,
