time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-16 00:00:00+00:00,,,2.0,1.0
2022-01-17 00:00:00+00:00,121.0,15.0,1.0,1.0
2022-01-18 00:00:00+00:00,37.0,10.0,3.0,2.0
2022-01-19 00:00:00+00:00,44.0,8.0,18.0,4.0
2022-01-20 00:00:00+00:00,44.0,10.0,8.0,1.0
2022-01-21 00:00:00+00:00,7.0,5.0,2.0,1.0
2022-01-22 00:00:00+00:00,13.0,6.0,,
2022-01-23 00:00:00+00:00,3.0,3.0,,
2022-01-24 00:00:00+00:00,18.0,5.0,2.0,2.0
2022-01-25 00:00:00+00:00,19.0,4.0,,
2022-01-26 00:00:00+00:00,18.0,8.0,5.0,2.0
2022-01-27 00:00:00+00:00,18.0,7.0,11.0,1.0
2022-01-28 00:00:00+00:00,1.0,1.0,1.0,1.0
