time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-23 00:00:00+00:00,,,1.0,1.0
2023-04-24 00:00:00+00:00,14.0,6.0,,
2023-04-25 00:00:00+00:00,1.0,1.0,2.0,2.0
2023-04-26 00:00:00+00:00,1.0,1.0,,
2023-04-27 00:00:00+00:00,25.0,5.0,4.0,1.0
2023-04-28 00:00:00+00:00,43.0,4.0,,
2023-04-30 00:00:00+00:00,20.0,4.0,,
2023-05-01 00:00:00+00:00,29.0,4.0,2.0,1.0
2023-05-02 00:00:00+00:00,10.0,2.0,21.0,3.0
2023-05-03 00:00:00+00:00,24.0,4.0,5.0,3.0
2023-05-04 00:00:00+00:00,26.0,4.0,40.0,5.0
2023-05-05 00:00:00+00:00,13.0,2.0,4.0,1.0
