time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-07 00:00:00+00:00,,,47,23
2024-05-08 00:00:00+00:00,,,185,81
2024-05-09 00:00:00+00:00,,,168,86
2024-05-10 00:00:00+00:00,8.0,7.0,208,96
2024-05-11 00:00:00+00:00,4.0,4.0,138,66
2024-05-12 00:00:00+00:00,3.0,3.0,32,17
2024-05-13 00:00:00+00:00,4.0,4.0,90,36
2024-05-14 00:00:00+00:00,,,76,29
2024-05-15 00:00:00+00:00,2.0,2.0,43,20
2024-05-16 00:00:00+00:00,3.0,2.0,56,25
2024-05-17 00:00:00+00:00,3.0,3.0,35,16
2024-05-18 00:00:00+00:00,1.0,1.0,17,5
2024-05-19 00:00:00+00:00,,,4,3
2024-05-20 00:00:00+00:00,3.0,3.0,45,19
2024-05-21 00:00:00+00:00,1.0,1.0,11,7
