time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-20 00:00:00+00:00,2.0,2.0,55.0,4.0
2024-06-21 00:00:00+00:00,1.0,1.0,29.0,6.0
2024-06-22 00:00:00+00:00,,,12.0,2.0
2024-06-23 00:00:00+00:00,,,4.0,2.0
2024-06-24 00:00:00+00:00,1.0,1.0,116.0,10.0
2024-06-25 00:00:00+00:00,3.0,3.0,29.0,6.0
2024-06-26 00:00:00+00:00,1.0,1.0,73.0,5.0
2024-06-27 00:00:00+00:00,3.0,3.0,90.0,7.0
2024-06-28 00:00:00+00:00,,,1.0,1.0
2024-06-29 00:00:00+00:00,,,18.0,4.0
2024-06-30 00:00:00+00:00,,,16.0,2.0
2024-07-01 00:00:00+00:00,4.0,4.0,21.0,4.0
2024-07-02 00:00:00+00:00,1.0,1.0,76.0,4.0
2024-07-03 00:00:00+00:00,3.0,3.0,137.0,7.0
2024-07-04 00:00:00+00:00,3.0,2.0,,
