time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-21 00:00:00+00:00,18,13,104.0,3.0
2023-06-22 00:00:00+00:00,24,17,3.0,1.0
2023-06-23 00:00:00+00:00,14,13,1.0,1.0
2023-06-24 00:00:00+00:00,11,10,1.0,1.0
2023-06-25 00:00:00+00:00,16,10,,
2023-06-26 00:00:00+00:00,19,13,8.0,3.0
2023-06-27 00:00:00+00:00,48,20,38.0,4.0
2023-06-28 00:00:00+00:00,41,15,39.0,1.0
2023-06-29 00:00:00+00:00,18,11,,
2023-06-30 00:00:00+00:00,16,11,1.0,1.0
2023-07-01 00:00:00+00:00,10,9,,
2023-07-02 00:00:00+00:00,16,10,,
2023-07-03 00:00:00+00:00,12,10,19.0,2.0
2023-07-04 00:00:00+00:00,17,11,1.0,1.0
2023-07-05 00:00:00+00:00,7,6,4.0,2.0
