time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-26 00:00:00+00:00,9,5,7.0,1.0
2024-02-27 00:00:00+00:00,106,17,,
2024-02-28 00:00:00+00:00,100,25,,
2024-02-29 00:00:00+00:00,38,14,2.0,2.0
2024-03-01 00:00:00+00:00,41,15,1.0,1.0
2024-03-02 00:00:00+00:00,12,10,1.0,1.0
2024-03-03 00:00:00+00:00,12,10,,
2024-03-04 00:00:00+00:00,31,15,,
2024-03-05 00:00:00+00:00,61,18,,
2024-03-06 00:00:00+00:00,26,15,1.0,1.0
2024-03-07 00:00:00+00:00,47,18,4.0,3.0
2024-03-08 00:00:00+00:00,45,12,6.0,5.0
2024-03-09 00:00:00+00:00,19,11,1.0,1.0
2024-03-10 00:00:00+00:00,25,13,,
2024-03-11 00:00:00+00:00,25,9,,
