time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-16 00:00:00+00:00,1,1,23,8
2022-01-17 00:00:00+00:00,3,3,52,32
2022-01-18 00:00:00+00:00,12,7,104,39
2022-01-19 00:00:00+00:00,7,4,61,36
2022-01-20 00:00:00+00:00,8,6,64,28
2022-01-21 00:00:00+00:00,49,10,81,40
2022-01-22 00:00:00+00:00,4,4,30,14
2022-01-23 00:00:00+00:00,5,4,62,19
2022-01-24 00:00:00+00:00,9,6,105,44
2022-01-25 00:00:00+00:00,34,12,87,35
2022-01-26 00:00:00+00:00,6,3,100,38
2022-01-27 00:00:00+00:00,11,7,116,42
2022-01-28 00:00:00+00:00,9,6,158,37
2022-01-29 00:00:00+00:00,2,2,30,13
2022-01-30 00:00:00+00:00,1,1,1,1
