time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-03 00:00:00+00:00,7,4,173,20
2023-08-04 00:00:00+00:00,15,8,206,54
2023-08-05 00:00:00+00:00,7,2,91,19
2023-08-06 00:00:00+00:00,3,3,47,21
2023-08-07 00:00:00+00:00,8,7,203,62
2023-08-08 00:00:00+00:00,20,11,416,75
2023-08-09 00:00:00+00:00,10,8,377,58
2023-08-10 00:00:00+00:00,17,10,361,47
2023-08-11 00:00:00+00:00,9,8,225,57
2023-08-12 00:00:00+00:00,4,3,53,22
2023-08-13 00:00:00+00:00,13,6,110,35
2023-08-14 00:00:00+00:00,19,9,486,134
2023-08-15 00:00:00+00:00,35,11,244,68
2023-08-16 00:00:00+00:00,45,10,502,70
2023-08-17 00:00:00+00:00,4,4,309,45
