time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-02 00:00:00+00:00,,,3.0,2.0
2023-07-03 00:00:00+00:00,4.0,3.0,22.0,4.0
2023-07-04 00:00:00+00:00,1.0,1.0,,
2023-07-05 00:00:00+00:00,4.0,2.0,3.0,2.0
2023-07-06 00:00:00+00:00,,,38.0,5.0
2023-07-07 00:00:00+00:00,2.0,2.0,9.0,1.0
2023-07-08 00:00:00+00:00,1.0,1.0,,
2023-07-09 00:00:00+00:00,,,37.0,4.0
2023-07-10 00:00:00+00:00,5.0,5.0,,
2023-07-11 00:00:00+00:00,2.0,2.0,19.0,2.0
2023-07-12 00:00:00+00:00,9.0,3.0,34.0,5.0
2023-07-13 00:00:00+00:00,2.0,1.0,18.0,1.0
2023-07-14 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-07-16 00:00:00+00:00,,,1.0,1.0
