time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-21 00:00:00+00:00,24,1,4,2
2023-04-22 00:00:00+00:00,3,2,1,1
2023-04-23 00:00:00+00:00,4,3,1,1
2023-04-24 00:00:00+00:00,34,2,20,3
2023-04-25 00:00:00+00:00,33,3,3,3
2023-04-26 00:00:00+00:00,46,3,9,2
2023-04-27 00:00:00+00:00,36,2,31,4
2023-04-28 00:00:00+00:00,46,3,10,2
2023-04-29 00:00:00+00:00,25,2,3,2
2023-04-30 00:00:00+00:00,12,3,2,2
2023-05-01 00:00:00+00:00,32,3,69,8
2023-05-02 00:00:00+00:00,41,3,140,11
2023-05-03 00:00:00+00:00,51,3,14,6
2023-05-04 00:00:00+00:00,27,2,45,8
