time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-26 00:00:00+00:00,,,2.0,1.0
2022-08-27 00:00:00+00:00,2.0,2.0,1.0,1.0
2022-08-28 00:00:00+00:00,1.0,1.0,1.0,1.0
2022-08-29 00:00:00+00:00,10.0,5.0,8.0,6.0
2022-08-30 00:00:00+00:00,12.0,7.0,1.0,1.0
2022-08-31 00:00:00+00:00,13.0,5.0,,
2022-09-01 00:00:00+00:00,2.0,2.0,4.0,2.0
2022-09-02 00:00:00+00:00,25.0,8.0,14.0,2.0
2022-09-03 00:00:00+00:00,7.0,4.0,1.0,1.0
2022-09-04 00:00:00+00:00,2.0,2.0,,
2022-09-05 00:00:00+00:00,1.0,1.0,,
2022-09-06 00:00:00+00:00,3.0,3.0,4.0,1.0
2022-09-07 00:00:00+00:00,8.0,2.0,2.0,2.0
2022-09-08 00:00:00+00:00,7.0,4.0,,
2022-09-09 00:00:00+00:00,7.0,4.0,3.0,1.0
